食品群,食品番号,索引番号,食品名　100gあたり栄養素,エネルギー kcal,たんぱく質 g,脂質 g,炭水化物 g,食塩相当量 g
02,02061,0273,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　緑豆はるさめ　ゆで,78,0,0.1,20.6,0
02,02040,0274,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　普通はるさめ　乾,346,0,0.2,86.6,0
02,02062,0275,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　普通はるさめ　ゆで,76,0,0,19.9,0
03,03001,0276,（砂糖類）　黒砂糖,352,1.7,0,90.3,0.1
03,03030,0277,（砂糖類）　てんさい含蜜糖,357,0.9,0,96.9,0.1
03,03002,0278,（砂糖類）　和三盆糖,393,0.2,0,99.0,0
03,03003,0279,（砂糖類）　車糖　上白糖,391,0,0,99.3,0
03,03004,0280,（砂糖類）　車糖　三温糖,390,0,0,99.0,0
03,03005,0281,（砂糖類）　ざらめ糖　グラニュー糖,394,0,0,100,0
03,03006,0282,（砂糖類）　ざらめ糖　白ざら糖,393,0,0,100,0
03,03007,0283,（砂糖類）　ざらめ糖　中ざら糖,393,0,0,100,0
03,03008,0284,（砂糖類）　加工糖　角砂糖,394,0,0,100,0
03,03009,0285,（砂糖類）　加工糖　氷砂糖,394,0,0,100,0
03,03010,0286,（砂糖類）　加工糖　コーヒーシュガー,394,0.1,0,99.8,0
03,03011,0287,（砂糖類）　加工糖　粉糖,393,0,0,99.7,0
03,03012,0288,（砂糖類）　液糖　しょ糖型液糖,267,0,0,67.9,0
03,03013,0289,（砂糖類）　液糖　転化型液糖,294,0,0,76.6,0
03,03014,0290,（砂糖類）　氷糖みつ,274,0.2,0,68.2,0
03,03031,0291,（でん粉糖類）　還元麦芽糖,208,0,0,100,0
03,03032,0292,（でん粉糖類）　還元水あめ,210,0,0,69.9,0
03,03015,0293,（でん粉糖類）　粉あめ,397,0,0,97.0,0
03,03024,0294,（でん粉糖類）　水あめ　酵素糖化,342,0,0,85.0,0
03,03025,0295,（でん粉糖類）　水あめ　酸糖化,341,0,0,85.0,0
03,03017,0296,（でん粉糖類）　ぶどう糖　全糖,342,0,0,91.0,0
03,03018,0297,（でん粉糖類）　ぶどう糖　含水結晶,342,0,0,91.3,0
03,03019,0298,（でん粉糖類）　ぶどう糖　無水結晶,374,0,0,99.7,0
03,03020,0299,（でん粉糖類）　果糖,375,0,0,99.9,0
03,03026,0300,（でん粉糖類）　異性化液糖　ぶどう糖果糖液糖,283,0,0,75.0,0
03,03027,0301,（でん粉糖類）　異性化液糖　果糖ぶどう糖液糖,283,0,0,75.0,0
03,03028,0302,（でん粉糖類）　異性化液糖　高果糖液糖,282,0,0,75.0,0
03,03029,0303,（その他）　黒蜜,199,1.0,0,50.5,0
03,03022,0304,（その他）　はちみつ,329,0.3,0,81.9,0
03,03033,0304-1,（その他）　はちみつ　国産品　,328,0.1,0,81.7,0
03,03023,0305,（その他）　メープルシロップ,266,0.1,0,66.3,0
04,04001,0306,あずき　全粒　乾,304,20.8,2.0,59.6,0
04,04002,0307,あずき　全粒　ゆで,124,8.6,0.8,25.6,0
04,04003,0308,あずき　ゆで小豆缶詰,202,4.4,0.4,49.2,0.2
04,04004,0309,あずき　あん　こし生あん,147,9.8,0.6,27.1,0
04,04005,0310,あずき　あん　さらしあん　（乾燥あん）,335,23.5,1.0,66.8,0
04,04101,0311,あずき　あん　こし練りあん　（並あん）,255,5.6,0.3,58.8,0
04,04102,0312,あずき　あん　こし練りあん　（中割りあん）,262,5.1,0.3,61.1,0
04,04103,0313,あずき　あん　こし練りあん　（もなかあん）,292,5.1,0.3,68.6,0
04,04111,0313-1,あずき　あん　つぶし生あん,115,8.6,0.5,24.5,0
04,04006,0314,あずき　あん　つぶし練りあん,239,5.6,0.6,54.0,0.1
04,04007,0315,いんげんまめ　全粒　乾,280,22.1,2.5,56.4,0
04,04008,0316,いんげんまめ　全粒　ゆで,127,9.3,1.2,24.5,0
04,04009,0317,いんげんまめ　うずら豆,214,6.7,1.3,49.6,0.3
04,04010,0318,いんげんまめ　こし生あん,135,9.4,0.9,27.0,0
04,04011,0319,いんげんまめ　豆きんとん,238,4.9,0.5,56.2,0.3
04,04012,0320,えんどう　全粒　青えんどう　乾,310,21.7,2.3,60.4,0
04,04013,0321,えんどう　全粒　青えんどう　ゆで,129,9.2,1.0,25.2,0
04,04074,0322,えんどう　全粒　赤えんどう　乾,310,21.7,2.3,60.4,0
04,04075,0323,えんどう　全粒　赤えんどう　ゆで,129,9.2,1.0,25.2,0
04,04014,0324,えんどう　グリンピース（揚げ豆）,375,20.8,11.6,58.8,0.9
04,04015,0325,えんどう　塩豆,321,23.3,2.4,61.5,1.5
04,04016,0326,えんどう　うぐいす豆,228,5.6,0.7,52.9,0.4
04,04112,0326-1,えんどう　うぐいすあん,221,5.4,0.8,54.8,0.1
04,04017,0327,ささげ　全粒　乾,280,23.9,2.0,55.0,0
04,04018,0328,ささげ　全粒　ゆで,130,10.2,0.9,23.8,0
04,04019,0329,そらまめ　全粒　乾,323,26.0,2.0,55.9,0
04,04020,0330,そらまめ　フライビーンズ,436,24.7,20.8,46.4,1.8
04,04021,0331,そらまめ　おたふく豆,237,7.9,1.2,52.2,0.4
04,04022,0332,そらまめ　ふき豆,251,9.6,1.6,52.5,0.8
04,04076,0333,そらまめ　しょうゆ豆,173,9.8,0.9,37.1,1.2
04,04104,0334,だいず　［全粒・全粒製品］　全粒　青大豆　国産　乾,354,33.5,19.3,30.1,0
04,04105,0335,だいず　［全粒・全粒製品］　全粒　青大豆　国産　ゆで,145,15.0,8.2,9.9,0
04,04023,0336,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　乾,372,33.8,19.7,29.5,0
04,04024,0337,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　ゆで,163,14.8,9.8,8.4,0
04,04025,0338,だいず　［全粒・全粒製品］　全粒　黄大豆　米国産　乾,402,33.0,21.7,28.8,0
04,04026,0339,だいず　［全粒・全粒製品］　全粒　黄大豆　中国産　乾,391,32.8,19.5,30.8,0
04,04027,0340,だいず　［全粒・全粒製品］　全粒　黄大豆　ブラジル産　乾,414,33.6,22.6,30.7,0
04,04077,0341,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　乾,349,33.9,18.8,28.9,0
04,04106,0342,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　ゆで,155,14.7,8.6,9.8,0
04,04080,0343,だいず　［全粒・全粒製品］　いり大豆　青大豆,425,37.7,20.7,33.9,0
04,04078,0344,だいず　［全粒・全粒製品］　いり大豆　黄大豆,429,37.5,21.6,33.3,0
04,04079,0345,だいず　［全粒・全粒製品］　いり大豆　黒大豆,431,36.4,22.0,34.3,0
04,04028,0346,だいず　［全粒・全粒製品］　水煮缶詰　黄大豆,124,12.9,6.7,7.7,0.5
04,04081,0347,だいず　［全粒・全粒製品］　蒸し大豆　黄大豆,186,16.6,9.8,13.8,0.6
04,04082,0348,だいず　［全粒・全粒製品］　きな粉　青大豆　全粒大豆,424,37.0,22.8,29.3,0
04,04096,0349,だいず　［全粒・全粒製品］　きな粉　青大豆　脱皮大豆,418,36.6,24.6,28.3,0
04,04029,0350,だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,451,36.7,25.7,28.5,0
04,04030,0351,だいず　［全粒・全粒製品］　きな粉　黄大豆　脱皮大豆,456,37.5,25.1,29.5,0
04,04109,0352,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　青きな粉,392,18.5,11.4,64.3,0
04,04110,0353,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　きな粉,406,18.3,12.9,63.9,0
04,04083,0354,だいず　［全粒・全粒製品］　大豆はいが,404,37.8,14.7,39.5,0
04,04031,0355,だいず　［全粒・全粒製品］　ぶどう豆,265,14.1,9.4,37.0,1.6
04,04032,0356,だいず　［豆腐・油揚げ類］　木綿豆腐,73,7.0,4.9,1.5,0
04,04097,0357,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：塩化マグネシウム）,73,7.0,4.9,1.5,0.1
04,04098,0358,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：硫酸カルシウム）,73,7.0,4.9,1.5,0
04,04033,0359,だいず　［豆腐・油揚げ類］　絹ごし豆腐,56,5.3,3.5,2.0,0
04,04099,0360,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：塩化マグネシウム）,56,5.3,3.5,2.0,0
04,04100,0361,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：硫酸カルシウム）,56,5.3,3.5,2.0,0
04,04034,0362,だいず　［豆腐・油揚げ類］　ソフト豆腐,56,5.1,3.3,2.0,0
04,04035,0363,だいず　［豆腐・油揚げ類］　充てん豆腐,56,5.0,3.1,2.5,0
04,04036,0364,だいず　［豆腐・油揚げ類］　沖縄豆腐,99,9.1,7.2,0.7,0.4
04,04037,0365,だいず　［豆腐・油揚げ類］　ゆし豆腐,47,4.3,2.8,1.7,0.6
04,04038,0366,だいず　［豆腐・油揚げ類］　焼き豆腐,82,7.8,5.7,1.0,0
04,04039,0367,だいず　［豆腐・油揚げ類］　生揚げ,143,10.7,11.3,0.9,0
04,04113,0367-1,だいず　［豆腐・油揚げ類］　絹生揚げ,103,7.9,7.7,2.9,0
04,04040,0368,だいず　［豆腐・油揚げ類］　油揚げ　生,377,23.4,34.4,0.4,0
04,04084,0369,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　生,266,18.2,23.4,0,0
04,04086,0370,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　ゆで,164,12.4,13.8,0.3,0
04,04085,0371,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　焼き,361,24.9,32.2,0.7,0
04,04095,0372,だいず　［豆腐・油揚げ類］　油揚げ　甘煮,231,11.2,13.0,19.1,1.2
04,04041,0373,だいず　［豆腐・油揚げ類］　がんもどき,223,15.3,17.8,1.6,0.5
04,04042,0374,だいず　［豆腐・油揚げ類］　凍り豆腐　乾,496,50.5,34.1,4.2,1.1
04,04087,0375,だいず　［豆腐・油揚げ類］　凍り豆腐　水煮,104,10.7,7.3,1.1,0.7
04,04043,0376,だいず　［豆腐・油揚げ類］　豆腐よう,183,9.5,8.3,19.1,1.9
04,04044,0377,だいず　［豆腐・油揚げ類］　豆腐竹輪　蒸し,121,14.9,4.4,6.7,1.9
04,04045,0378,だいず　［豆腐・油揚げ類］　豆腐竹輪　焼き,133,16.1,4.9,7.5,2.3
04,04088,0379,だいず　［豆腐・油揚げ類］　ろくじょう豆腐,332,34.7,21.5,3.8,11
04,04046,0380,だいず　［納豆類］　糸引き納豆,184,16.5,10.0,12.1,0
04,04047,0381,だいず　［納豆類］　挽きわり納豆,185,16.6,10.0,10.5,0
04,04048,0382,だいず　［納豆類］　五斗納豆,214,15.3,8.1,24.0,5.8
04,04114,0382-1,だいず　［納豆類］　塩納豆,137,8.3,4.4,20.2,2.2
04,04049,0383,だいず　［納豆類］　寺納豆,248,18.6,8.1,31.5,14.2
04,04115,0383-1,だいず　［納豆類］　干し納豆,357,33.0 ,16.8,29.3,5.1
04,04051,0384,だいず　［その他］　おから　生,88,6.1,3.6,13.8,0
04,04089,0385,だいず　［その他］　おから　乾燥,333,23.1,13.6,52.3,0
04,04052,0386,だいず　［その他］　豆乳　豆乳,43,3.6,2.8,2.3,0
04,04053,0387,だいず　［その他］　豆乳　調製豆乳,61,3.2,3.6,4.8,0.1
04,04054,0388,だいず　［その他］　豆乳　豆乳飲料・麦芽コーヒー,57,2.2,2.2,7.8,0.1
04,04055,0389,だいず　［その他］　大豆たんぱく　粒状大豆たんぱく,318,46.3,3.0,36.7,0
04,04056,0390,だいず　［その他］　大豆たんぱく　濃縮大豆たんぱく,313,58.2,1.7,27.9,1.4
04,04057,0391,だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分無調整タイプ,335,79.1,3.0,7.5,3.3
04,04090,0392,だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分調整タイプ,335,79.1,3.0,7.5,1.6
04,04058,0393,だいず　［その他］　大豆たんぱく　繊維状大豆たんぱく,365,59.3,5.0,25.2,3.6
04,04059,0394,だいず　［その他］　湯葉　生,218,21.8,13.7,4.1,0
04,04060,0395,だいず　［その他］　湯葉　干し　乾,485,50.4,32.1,7.2,0
04,04091,0396,だいず　［その他］　湯葉　干し　湯戻し,151,15.7,10.6,0.1,0
04,04061,0397,だいず　［その他］　金山寺みそ,247,6.9,3.2,50.0,5.1
04,04062,0398,だいず　［その他］　ひしおみそ,198,6.5,2.7,38.8,4.8
04,04063,0399,だいず　［その他］　テンペ,180,15.8,9.0,15.4,0
04,04064,0400,つるあずき　全粒　乾,297,20.8,1.6,61.8,0
04,04092,0401,つるあずき　全粒　ゆで,132,9.7,1.0,27.5,0
04,04065,0402,ひよこまめ　全粒　乾,336,20.0,5.2,61.5,0
04,04066,0403,ひよこまめ　全粒　ゆで,149,9.5,2.5,27.4,0
04,04067,0404,ひよこまめ　全粒　フライ　味付け,366,18.8,10.4,62.6,1.8
04,04068,0405,べにばないんげん　全粒　乾,273,17.2,1.7,61.2,0
04,04069,0406,べにばないんげん　全粒　ゆで,103,6.2,0.6,22.3,0
04,04108,0407,やぶまめ　乾,383,23.4,10.1,49.5,0
04,04070,0408,らいまめ　全粒　乾,306,21.9,1.8,60.8,0
04,04093,0409,らいまめ　全粒　ゆで,122,9.6,0.9,26.0,0
04,04071,0410,りょくとう　全粒　乾,319,25.1,1.5,59.1,0
04,04072,0411,りょくとう　全粒　ゆで,125,10.2,0.6,22.5,0
04,04073,0412,レンズまめ　全粒　乾,313,23.2,1.5,60.7,0
04,04094,0413,レンズまめ　全粒　ゆで,149,11.2,0.8,29.1,0
05,05001,0414,アーモンド　乾,609,19.6,51.8,20.9,0
05,05002,0415,アーモンド　フライ　味付け,626,21.3,55.7,17.9,0.3
05,05040,0416,アーモンド　いり　無塩,608,20.3,54.1,20.7,0
05,05003,0417,あさ　乾,450,29.9,28.3,31.7,0
05,05041,0418,あまに　いり,540,21.8,43.3,30.4,0.2
05,05004,0419,えごま　乾,523,17.7,43.4,29.4,0
05,05005,0420,カシューナッツ　フライ　味付け,591,19.8,47.6,26.7,0.6
05,05006,0421,かぼちゃ　いり　味付け,590,26.5,51.8,12.0,0.1
05,05007,0422,かや　いり,629,8.7,64.9,22.6,0
05,05008,0423,ぎんなん　生,168,4.7,1.6,34.8,0
05,05009,0424,ぎんなん　ゆで,169,4.6,1.5,35.8,0
05,05010,0425,（くり類）　日本ぐり　生,147,2.8,0.5,36.9,0
05,05011,0426,（くり類）　日本ぐり　ゆで,152,3.5,0.6,36.7,0
05,05012,0427,（くり類）　日本ぐり　甘露煮,232,1.8,0.4,56.8,0
05,05013,0428,（くり類）　中国ぐり　甘ぐり,207,4.9,0.9,48.5,0
05,05014,0429,くるみ　いり,713,14.6,68.8,11.7,0
05,05015,0430,けし　乾,555,19.3,49.1,21.8,0
05,05016,0431,ココナッツ　ココナッツパウダー,676,6.1,65.8,23.7,0
05,05017,0432,ごま　乾,604,19.8,53.8,16.5,0
05,05018,0433,ごま　いり,605,20.3,54.2,18.5,0
05,05019,0434,ごま　むき,570,19.3,54.9,18.8,0
05,05042,0435,ごま　ねり,646,19.0,61.0,15.6,0
05,05020,0436,しい　生,244,3.2,0.8,57.6,0
05,05021,0437,すいか　いり　味付け,528,29.6,46.4,13.4,1.5
05,05046,0438,チアシード　乾,446,19.4,33.9,34.5,0
05,05022,0439,とち　蒸し,148,1.7,1.9,34.2,0.6
05,05023,0440,はす　未熟　生,81,5.9,0.5,14.9,0
05,05024,0441,はす　成熟　乾,327,18.3,2.3,64.3,0
05,05043,0442,はす　成熟　ゆで,118,7.3,0.8,25.0,0
05,05025,0443,（ひし類）　ひし　生,183,5.8,0.5,40.6,0
05,05047,0444,（ひし類）　とうびし　生,122,2.7,0.4,31.4,0
05,05048,0445,（ひし類）　とうびし　ゆで,120,2.7,0.3,30.5,0
05,05026,0446,ピスタチオ　いり　味付け,617,17.4,56.1,20.9,0.7
05,05027,0447,ひまわり　フライ　味付け,603,20.1,56.3,17.2,0.6
05,05028,0449,ブラジルナッツ　フライ　味付け,703,14.9,69.1,9.6,0.2
05,05029,0450,ヘーゼルナッツ　フライ　味付け,701,13.6,69.3,13.9,0.1
05,05030,0452,ペカン　フライ　味付け,716,9.6,73.4,13.3,0.4
05,05031,0453,マカダミアナッツ　いり　味付け,751,8.3,76.7,12.2,0.5
05,05032,0454,まつ　生,681,15.8,68.2,10.6,0
05,05033,0455,まつ　いり,724,14.6,72.5,8.1,0
05,05034,0456,らっかせい　大粒種　乾,572,25.2,47.0,19.4,0
05,05035,0457,らっかせい　大粒種　いり,613,25.0,49.6,21.3,0
05,05044,0458,らっかせい　小粒種　乾,573,25.4,47.5,18.8,0
05,05045,0459,らっかせい　小粒種　いり,607,26.5,49.4,19.6,0
05,05036,0460,らっかせい　バターピーナッツ,609,23.3,53.2,18.3,0.3
05,05037,0461,らっかせい　ピーナッツバター,599,20.6,50.4,24.9,0.9
06,06001,0462,アーティチョーク　花らい　生,39,2.3,0.2,11.3,0.1
06,06002,0463,アーティチョーク　花らい　ゆで,35,2.1,0.1,10.8,0
06,06402,0463-1,アイスプラント　生,5,0.5,0.3,1.2,1
06,06003,0464,あさつき　葉　生,34,4.2,0.3,5.6,0
06,06004,0465,あさつき　葉　ゆで,41,4.2,0.3,7.3,0
06,06005,0466,あしたば　茎葉　生,30,3.3,0.1,6.7,0.2
06,06006,0467,あしたば　茎葉　ゆで,28,2.9,0.1,6.6,0.1
06,06007,0468,アスパラガス　若茎　生,21,2.6,0.2,3.9,0
06,06008,0469,アスパラガス　若茎　ゆで,25,2.6,0.1,4.6,0
06,06327,0470,アスパラガス　若茎　油いため,54,2.9,3.9,4.1,0
06,06009,0471,アスパラガス　水煮缶詰,24,2.4,0.1,4.3,0.9
06,06328,0472,アロエ　葉　生,3,0,0.1,0.7,0
06,06010,0473,いんげんまめ　さやいんげん　若ざや　生,23,1.8,0.1,5.1,0
06,06011,0474,いんげんまめ　さやいんげん　若ざや　ゆで,24,1.8,0.2,5.5,0
06,06012,0475,（うど類）　うど　茎　生,19,0.8,0.1,4.3,0
06,06013,0476,（うど類）　うど　茎　水さらし,13,0.6,0,3.4,0
06,06014,0477,（うど類）　やまうど　茎　生,19,1.1,0.1,4.3,0
06,06363,0478,うるい　葉　生,19,1.9,0.4,4.0,0
06,06015,0479,えだまめ　生,125,11.7,6.2,8.8,0
06,06016,0480,えだまめ　ゆで,118,11.5,6.1,8.9,0
06,06017,0481,えだまめ　冷凍,143,13.0,7.6,10.6,0
06,06018,0482,エンダイブ　葉　生,14,1.2,0.2,2.9,0.1
06,06019,0483,（えんどう類）　トウミョウ　茎葉　生,28,3.8,0.4,4.0,0
06,06329,0484,（えんどう類）　トウミョウ　芽ばえ　生,27,3.8,0.4,3.2,0
06,06330,0485,（えんどう類）　トウミョウ　芽ばえ　ゆで,28,3.6,0.6,3.8,0
06,06331,0486,（えんどう類）　トウミョウ　芽ばえ　油いため,84,5.0,5.9,4.3,0
06,06020,0487,（えんどう類）　さやえんどう　若ざや　生,38,3.1,0.2,7.5,0
06,06021,0488,（えんどう類）　さやえんどう　若ざや　ゆで,36,3.2,0.2,7.0,0
06,06022,0489,（えんどう類）　スナップえんどう　若ざや　生,47,2.9,0.1,9.9,0
06,06023,0490,（えんどう類）　グリンピース　生,76,6.9,0.4,15.3,0
06,06024,0491,（えんどう類）　グリンピース　ゆで,99,8.3,0.2,18.5,0
06,06025,0492,（えんどう類）　グリンピース　冷凍,80,5.8,0.7,17.1,0
06,06374,0493,（えんどう類）　グリンピース　冷凍　ゆで,82,6.2,0.7,17.8,0
